Initalisierung abgeschlossen !
****************************************************************************************
Taste drücken, um Phase 1 zu starten.
Start Phase 1: Beide Tore werden jetzt mit PWM=200 bis zum Anschlag geöffnet (PHASE1_OPENING)....
Initiale Werte:	4482;	 st:1;	 PWM-R:0;	 PWM-L:0;	 I-R:0;	 I-L:0;	 I-R-Lim:0;	 I-L-Lim:0;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
Start Phase 1: Das linke Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Start Phase 1: Das rechte Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Phase 1: Beide Tore sind nun bis zum Anschlag geöffnet und gestoppt
Phase 1: ...  3 Sekunden Pause zur Beruhigung der Tore .....
Phase 1: Ermitteln des erforderlichen PWM-Wertes für Erkennung Überlast/Anschlag beginnt (PHASE1_TESTING)....
Initiale Werte:	14544;	 st:2;	 PWM-R:0;	 PWM-L:0;	 I-R:340;	 I-L:0;	 I-R-Lim:290;	 I-L-Lim:290;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
14556:	 PWM(L): 0;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16286:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16293:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16301:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16308:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16314:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16321:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16328:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16335:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16343:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16350:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16357:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16364:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16371:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16378:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16385:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16392:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16399:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16406:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16413:	 PWM(L): 10;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
16420:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16428:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16435:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16442:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16448:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16455:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16462:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16470:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16477:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16484:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16491:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16498:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16505:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16512:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16519:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16526:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16533:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16540:	 PWM(L): 10;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
16547:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16555:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16562:	 PWM(L): 10;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
Neuer PWM-Wert: 20
16570:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
16577:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16584:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
16591:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16599:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
16606:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16613:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16619:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16626:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16633:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 1
16641:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16648:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16655:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16662:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16669:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16676:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 4
16683:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16690:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16697:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16704:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16711:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16718:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16726:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 1
16733:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16740:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
16746:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16753:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16760:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16768:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 3
16775:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16782:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16789:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16796:	 PWM(L): 20;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 0
16803:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 0
16809:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16817:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16824:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16831:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16838:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16845:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 3
16852:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16860:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 2
16867:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
16873:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16880:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16887:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16894:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 1
16902:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16909:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16916:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
16923:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16930:	 PWM(L): 20;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 1
16936:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
16944:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16951:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
16958:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
16965:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16972:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 2
16979:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16987:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
16994:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17000:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17007:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17014:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
17021:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17029:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17036:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17043:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17050:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17057:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17063:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17071:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17078:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17085:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17092:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17099:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17106:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17114:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17121:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17127:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17134:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17141:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17148:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17156:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17163:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17170:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17177:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17184:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17190:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17198:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17205:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17212:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17219:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17226:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17233:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17241:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17248:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17254:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17261:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17268:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17275:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17283:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17290:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17297:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17304:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17311:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17317:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17325:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17332:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17339:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17346:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17353:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17360:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17368:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17375:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17381:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17388:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17395:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17402:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17410:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17417:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17424:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17431:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17438:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17444:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17452:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17459:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17466:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17473:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17480:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17487:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17495:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17502:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17509:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17515:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17522:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17529:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17537:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17544:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17551:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17558:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17565:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17572:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 0
17579:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 2
17586:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17593:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17600:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17607:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17614:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
17622:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17629:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17636:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17642:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17649:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 0
17656:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17664:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17671:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17678:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17685:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17692:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
17699:	 PWM(L): 20;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 1
17705:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17713:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17720:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17727:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17734:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17741:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 1
17748:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17756:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17763:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17769:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17776:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17783:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
17790:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17798:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17805:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17812:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17819:	 PWM(L): 20;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 0
17826:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17832:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17840:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17847:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17854:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17861:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
17868:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17875:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17883:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17890:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17896:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17903:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
17910:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 1
17917:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17925:	 PWM(L): 20;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 0
17932:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
17939:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
17946:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17953:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
17959:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17967:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17974:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17981:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
17988:	 PWM(L): 20;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 0
17995:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
18002:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
18010:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
18017:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
18023:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
18030:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 3
18037:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
18044:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
18052:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
18059:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
18066:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
18073:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
18080:	 PWM(L): 20;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
18086:	 PWM(L): 20;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
